Id,sustain_app__Data_Source__c,sustain_app__EconomicSectorCategory__c,sustain_app__EconomicSectorCode__c,sustain_app__EconomicSector__c,sustain_app__GhgScope3Category__c,sustain_app__Total_tCO2e_per_Million__c,sustain_app__EmissionFactorScope3Dataset__c,Name,RecordTypeId,sustain_app__EmissionFactorScope3Dataset__r.Name,RecordType.$$DeveloperName$NamespacePrefix$SobjectType
a0F1g000002oOoEEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Electrical equipment, appliances, and components",335221,Household cooking appliance manufacturing,CapitalGoods,26.48936985,a0E1g000004Gh1XEAS,Household cooking appliance manufacturing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOoFEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Electrical equipment, appliances, and components",335222,Household refrigerator and home freezer manufacturing,CapitalGoods,18.57292347,a0E1g000004Gh1XEAS,Household refrigerator and home freezer manufacturing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOoGEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Electrical equipment, appliances, and components",335224,Household laundry equipment manufacturing,CapitalGoods,29.3145612,a0E1g000004Gh1XEAS,Household laundry equipment manufacturing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOoHEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Electrical equipment, appliances, and components",335228,Other major household appliance manufacturing,CapitalGoods,6.3252844,a0E1g000004Gh1XEAS,Other major household appliance manufacturing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOoIEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Electrical equipment, appliances, and components",335311,"Power, distribution, and specialty transformer manufacturing",CapitalGoods,69.63698782,a0E1g000004Gh1XEAS,"Power, distribution, and specialty transformer manufacturing",0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOoJEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Electrical equipment, appliances, and components",335312,Motor and generator manufacturing,CapitalGoods,17.15309412,a0E1g000004Gh1XEAS,Motor and generator manufacturing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOr0EAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Insurance carriers and related activities,524200,"Insurance agencies, brokerages, and related activities",PurchasedGoodsServices,0.453166972,a0E1g000004Gh1XEAS,"Insurance agencies, brokerages, and related activities",0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOr1EAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Funds, trusts, and other financial vehicles",525000,"Funds, trusts, and other financial vehicles",Investments,0.020421412,a0E1g000004Gh1XEAS,"Funds, trusts, and other financial vehicles",0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOr2EAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Real estate,5310HS,Housing,PurchasedGoodsServices,0.097196592,a0E1g000004Gh1XEAS,Housing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOr3EAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Real estate,531ORE,Other real estate,PurchasedGoodsServices,39.78938629,a0E1g000004Gh1XEAS,Other real estate,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOr4EAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Rental and leasing services and lessors of intangible assets,532100,Automotive equipment rental and leasing,UpstreamLeasedAssets,49.28537265,a0E1g000004Gh1XEAS,Automotive equipment rental and leasing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOr5EAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Rental and leasing services and lessors of intangible assets,532A00,Consumer goods and general rental centers,UpstreamLeasedAssets,11.17496013,a0E1g000004Gh1XEAS,Consumer goods and general rental centers,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOr6EAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Rental and leasing services and lessors of intangible assets,532400,Commercial and industrial machinery and equipment rental and leasing,UpstreamLeasedAssets,2.314050736,a0E1g000004Gh1XEAS,Commercial and industrial machinery and equipment rental and leasing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOr7EAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Rental and leasing services and lessors of intangible assets,533000,Lessors of nonfinancial intangible assets,UpstreamLeasedAssets,1.078760974,a0E1g000004Gh1XEAS,Lessors of nonfinancial intangible assets,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOr8EAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Legal services,541100,Legal services,PurchasedGoodsServices,0.885775216,a0E1g000004Gh1XEAS,Legal services,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOr9EAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Computer systems design and related services,541511,Custom computer programming services,PurchasedGoodsServices,0.478396146,a0E1g000004Gh1XEAS,Custom computer programming services,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOrAEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Computer systems design and related services,541512,Computer systems design services,PurchasedGoodsServices,0.536467012,a0E1g000004Gh1XEAS,Computer systems design services,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOoKEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Electrical equipment, appliances, and components",335313,Switchgear and switchboard apparatus manufacturing,CapitalGoods,9.778370156,a0E1g000004Gh1XEAS,Switchgear and switchboard apparatus manufacturing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOoLEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Electrical equipment, appliances, and components",335314,Relay and industrial control manufacturing,CapitalGoods,8.390272252,a0E1g000004Gh1XEAS,Relay and industrial control manufacturing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOoMEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Electrical equipment, appliances, and components",335911,Storage battery manufacturing,CapitalGoods,41.34854917,a0E1g000004Gh1XEAS,Storage battery manufacturing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOoNEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Electrical equipment, appliances, and components",335912,Primary battery manufacturing,CapitalGoods,4.915889553,a0E1g000004Gh1XEAS,Primary battery manufacturing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOoOEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Electrical equipment, appliances, and components",335920,Communication and energy wire and cable manufacturing,CapitalGoods,11.88501481,a0E1g000004Gh1XEAS,Communication and energy wire and cable manufacturing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOoPEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Electrical equipment, appliances, and components",335930,Wiring device manufacturing,CapitalGoods,11.84984003,a0E1g000004Gh1XEAS,Wiring device manufacturing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOoQEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Electrical equipment, appliances, and components",335991,Carbon and graphite product manufacturing,CapitalGoods,82.93674758,a0E1g000004Gh1XEAS,Carbon and graphite product manufacturing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOoREAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Electrical equipment, appliances, and components",335999,All other miscellaneous electrical equipment and component manufacturing,CapitalGoods,6.007208908,a0E1g000004Gh1XEAS,All other miscellaneous electrical equipment and component manufacturing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOoSEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Motor vehicles, bodies and trailers, and parts",336111,Automobile manufacturing,CapitalGoods,7.819820998,a0E1g000004Gh1XEAS,Automobile manufacturing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOoTEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Motor vehicles, bodies and trailers, and parts",336112,Light truck and utility vehicle manufacturing,CapitalGoods,9.367862077,a0E1g000004Gh1XEAS,Light truck and utility vehicle manufacturing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOoUEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Motor vehicles, bodies and trailers, and parts",336120,Heavy duty truck manufacturing,CapitalGoods,4.642563669,a0E1g000004Gh1XEAS,Heavy duty truck manufacturing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOrBEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Computer systems design and related services,54151A,"Other computer related services, including facilities management",UpstreamLeasedAssets,0.484480827,a0E1g000004Gh1XEAS,"Other computer related services, including facilities management",0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOrCEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Miscellaneous professional, scientific, and technical services",541200,"Accounting, tax preparation, bookkeeping, and payroll services",PurchasedGoodsServices,0.56690645,a0E1g000004Gh1XEAS,"Accounting, tax preparation, bookkeeping, and payroll services",0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOrDEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Miscellaneous professional, scientific, and technical services",541300,"Architectural, engineering, and related services",PurchasedGoodsServices,0.977175338,a0E1g000004Gh1XEAS,"Architectural, engineering, and related services",0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOrEEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Miscellaneous professional, scientific, and technical services",541400,Specialized design services,PurchasedGoodsServices,2.036349692,a0E1g000004Gh1XEAS,Specialized design services,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOrFEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Miscellaneous professional, scientific, and technical services",541610,Management consulting services,PurchasedGoodsServices,0.596700702,a0E1g000004Gh1XEAS,Management consulting services,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOrGEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Miscellaneous professional, scientific, and technical services",5416A0,Environmental and other technical consulting services,PurchasedGoodsServices,1.215746132,a0E1g000004Gh1XEAS,Environmental and other technical consulting services,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOrHEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Miscellaneous professional, scientific, and technical services",541700,Scientific research and development services,PurchasedGoodsServices,3.024759748,a0E1g000004Gh1XEAS,Scientific research and development services,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOrIEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Miscellaneous professional, scientific, and technical services",541800,"Advertising, public relations, and related services",PurchasedGoodsServices,1.577389306,a0E1g000004Gh1XEAS,"Advertising, public relations, and related services",0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOrJEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Miscellaneous professional, scientific, and technical services",5419A0,"Marketing research and all other miscellaneous professional, scientific, and technical services",PurchasedGoodsServices,2.825297156,a0E1g000004Gh1XEAS,"Marketing research and misc professional, scientific, and technical services",0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOrKEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Miscellaneous professional, scientific, and technical services",541920,Photographic services,PurchasedGoodsServices,3.209266367,a0E1g000004Gh1XEAS,Photographic services,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOoVEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Motor vehicles, bodies and trailers, and parts",336211,Motor vehicle body manufacturing,CapitalGoods,10.12363789,a0E1g000004Gh1XEAS,Motor vehicle body manufacturing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOoWEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Motor vehicles, bodies and trailers, and parts",336212,Truck trailer manufacturing,CapitalGoods,7.608789383,a0E1g000004Gh1XEAS,Truck trailer manufacturing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOoXEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Motor vehicles, bodies and trailers, and parts",336213,Motor home manufacturing,CapitalGoods,13.61774151,a0E1g000004Gh1XEAS,Motor home manufacturing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOoYEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Motor vehicles, bodies and trailers, and parts",336214,Travel trailer and camper manufacturing,CapitalGoods,8.711000297,a0E1g000004Gh1XEAS,Travel trailer and camper manufacturing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOoZEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Motor vehicles, bodies and trailers, and parts",336310,Motor vehicle gasoline engine and engine parts manufacturing,CapitalGoods,10.60405564,a0E1g000004Gh1XEAS,Motor vehicle gasoline engine and engine parts manufacturing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOoaEAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Motor vehicles, bodies and trailers, and parts",336320,Motor vehicle electrical and electronic equipment manufacturing,CapitalGoods,8.08518169,a0E1g000004Gh1XEAS,Motor vehicle electrical and electronic equipment manufacturing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOobEAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Motor vehicles, bodies and trailers, and parts",3363A0,"Motor vehicle steering, suspension component (except spring), and brake systems manufacturing",CapitalGoods,12.8013525,a0E1g000004Gh1XEAS,"Motor vehicle steering, suspension components, and brake systems manufacturing",0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOocEAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Motor vehicles, bodies and trailers, and parts",336350,Motor vehicle transmission and power train parts manufacturing,CapitalGoods,15.79795359,a0E1g000004Gh1XEAS,Motor vehicle transmission and power train parts manufacturing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOodEAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Motor vehicles, bodies and trailers, and parts",336360,Motor vehicle seating and interior trim manufacturing,CapitalGoods,9.175305543,a0E1g000004Gh1XEAS,Motor vehicle seating and interior trim manufacturing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOoeEAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Motor vehicles, bodies and trailers, and parts",336370,Motor vehicle metal stamping,CapitalGoods,11.75458091,a0E1g000004Gh1XEAS,Motor vehicle metal stamping,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOofEAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Motor vehicles, bodies and trailers, and parts",336390,Other motor vehicle parts manufacturing,CapitalGoods,13.27627001,a0E1g000004Gh1XEAS,Other motor vehicle parts manufacturing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOrLEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Miscellaneous professional, scientific, and technical services",541940,Veterinary services,PurchasedGoodsServices,4.403815646,a0E1g000004Gh1XEAS,Veterinary services,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOrMEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Management of companies and enterprises,550000,Management of companies and enterprises,PurchasedGoodsServices,7.130496624,a0E1g000004Gh1XEAS,Management of companies and enterprises,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOrNEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Administrative and support services,561100,Office administrative services,PurchasedGoodsServices,1.697139787,a0E1g000004Gh1XEAS,Office administrative services,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOrOEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Administrative and support services,561200,Facilities support services,PurchasedGoodsServices,7.450787505,a0E1g000004Gh1XEAS,Facilities support services,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOrPEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Administrative and support services,561300,Employment services,PurchasedGoodsServices,0.093999836,a0E1g000004Gh1XEAS,Employment services,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOrQEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Administrative and support services,561400,Business support services,PurchasedGoodsServices,1.341630836,a0E1g000004Gh1XEAS,Business support services,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOrREAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Administrative and support services,561500,Travel arrangement and reservation services,PurchasedGoodsServices,2.508668194,a0E1g000004Gh1XEAS,Travel arrangement and reservation services,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOrSEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Administrative and support services,561600,Investigation and security services,PurchasedGoodsServices,1.720252336,a0E1g000004Gh1XEAS,Investigation and security services,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOrTEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Administrative and support services,561700,Services to buildings and dwellings,PurchasedGoodsServices,5.49910635,a0E1g000004Gh1XEAS,Services to buildings and dwellings,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOrUEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Administrative and support services,561900,Other support services,PurchasedGoodsServices,4.591712922,a0E1g000004Gh1XEAS,Other support services,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOrVEAU,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Waste management and remediation services,562000,Waste management and remediation services,WasteGeneratedInOps,179.5398312,a0E1g000004Gh1XEAS,Waste management and remediation services,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOm2EAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Agriculture, forestry, fishing, and hunting",1111A0,Oilseed farming,PurchasedGoodsServices,210.9813847,a0E1g000004Gh1XEAS,Oilseed farming,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOm3EAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Agriculture, forestry, fishing, and hunting",1111B0,Grain farming,PurchasedGoodsServices,619.7156958,a0E1g000004Gh1XEAS,Grain farming,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOm4EAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Agriculture, forestry, fishing, and hunting",111200,Vegetable and melon farming,PurchasedGoodsServices,107.021088,a0E1g000004Gh1XEAS,Vegetable and melon farming,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOm5EAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Agriculture, forestry, fishing, and hunting",111300,Fruit and tree nut farming,PurchasedGoodsServices,113.0709304,a0E1g000004Gh1XEAS,Fruit and tree nut farming,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOm6EAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Agriculture, forestry, fishing, and hunting",111400,"Greenhouse, nursery, and floriculture production",PurchasedGoodsServices,526.1980655,a0E1g000004Gh1XEAS,"Greenhouse, nursery, and floriculture production",0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOm7EAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,"Agriculture, forestry, fishing, and hunting",111900,Other crop farming,PurchasedGoodsServices,329.4775954,a0E1g000004Gh1XEAS,Other crop farming,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOogEAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Other transportation equipment,336411,Aircraft manufacturing,CapitalGoods,4.726923953,a0E1g000004Gh1XEAS,Aircraft manufacturing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
a0F1g000002oOohEAE,USEEIO v1.2 - https://www.epa.gov/land-research/us-environmentally-extended-input-output-useeio-technical-content,Other transportation equipment,336412,Aircraft engine and engine parts manufacturing,CapitalGoods,11.84032119,a0E1g000004Gh1XEAS,Aircraft engine and engine parts manufacturing,0121g0000026jUXAAY,USEEIO Dataset v1.2  - Validated,EEIO;sustain_app;sustain_app__EmissionFactorScope3__c
